item_id,order_status,created_at,stock_keeping_unit,price,qty_ordered,grand_total,increment_id,product_category,sales_commission_code,discount_amount,payment_method,BI Status,market_value,Customer Since,Customer ID
211310,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147568,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211311,completed,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147568,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211312,completed,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147568,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,80,2016-07-01,53
211313,completed,2016-07-01,RS_Kaju Barfi,425.0,1,1125.0,100147569,Soghaat,Unknown,0.0,Cash_on_delivery,Net,425,2016-07-01,57
211314,completed,2016-07-01,RS_Sohan Halwa Tin,300.0,1,1125.0,100147569,Soghaat,Unknown,0.0,Cash_on_delivery,Net,300,2016-07-01,57
211315,completed,2016-07-01,RS_cake rusk,190.0,1,1125.0,100147569,Soghaat,Unknown,0.0,Cash_on_delivery,Net,190,2016-07-01,57
211316,completed,2016-07-01,HR_Bhel Puri 200g,210.0,1,1125.0,100147569,Soghaat,Unknown,0.0,Cash_on_delivery,Net,210,2016-07-01,57
211317,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147570,Beauty & Grooming,C-RWP-47599,0.0,Cash_on_delivery,Net,360,2016-07-01,33
211318,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147571,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211319,completed,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147571,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211320,completed,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147571,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,80,2016-07-01,53
211321,canceled,2016-07-01,UK_Gift Box Almond Delight 500 Gms,350.0,1,350.0,100147572,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,350,2016-07-01,58
211322,refund,2016-07-01,UK_Gift Box Almond Delight 500 Gms,350.0,1,350.0,100147573,Soghaat,C-FSD-41249,0.0,Cash_on_delivery,Valid,350,2016-07-01,58
211324,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147575,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211325,completed,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147575,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211326,completed,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147575,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,80,2016-07-01,53
211323,refund,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,760.0,100147574,Soghaat,C-RWP-102528,0.0,Cash_on_delivery,Valid,760,2016-07-01,33
211328,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147577,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211327,refund,2016-07-01,kcc_krone deal,360.0,1,360.0,100147576,Beauty & Grooming,C-RWP-102528,0.0,Cash_on_delivery,Valid,360,2016-07-01,33
211329,completed,2016-07-01,UK_Soan Papdi 500 Gms,280.0,1,280.0,100147578,Soghaat,C LHE 41938,0.0,Cash_on_delivery,Net,280,2016-07-01,59
211330,refund,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,760.0,100147579,Soghaat,C-RWP-30884,0.0,Cash_on_delivery,Valid,760,2016-07-01,33
211332,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,600.0,100147581,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211333,completed,2016-07-01,UK_Chum Chum Tin Pack  500 Gms,260.0,1,600.0,100147581,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,260,2016-07-01,53
211334,completed,2016-07-01,UK_Namkino Mix Nimco 200 Gms,80.0,1,600.0,100147581,Soghaat,R-KHS-103986,0.0,Cash_on_delivery,Net,80,2016-07-01,53
211331,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147580,Beauty & Grooming,C-RWP-31520,0.0,Cash_on_delivery,Net,360,2016-07-01,33
211336,refund,2016-07-01,UK_Namkino Mix Nimco 8 Pcs Gift Pack,760.0,1,760.0,100147583,Soghaat,C-RWP-31691,0.0,Cash_on_delivery,Valid,760,2016-07-01,33
211335,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147582,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211337,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147584,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211338,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147585,Beauty & Grooming,C-RWP-31691,0.0,Cash_on_delivery,Net,360,2016-07-01,33
211339,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147586,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211340,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147587,Beauty & Grooming,C-RWP-31691,0.0,Cash_on_delivery,Net,320,2016-07-01,33
211341,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147588,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211342,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147589,Beauty & Grooming,C SKZ 103997,0.0,Cash_on_delivery,Net,240,2016-07-01,56
211343,completed,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,150.0,100147590,Soghaat,c-fsd-759,200.0,Cash_on_delivery,Net,350,2016-07-01,60
211344,canceled,2016-07-01,Huawei Honor 4C,16460.0,1,16460.0,100147591,Mobiles & Tablets,C-MUX-R52221,0.0,Cash_on_delivery,Gross,16460,2016-07-01,61
211347,completed,2016-07-01,bata_comfit-8614096-43-9,599.0,1,599.0,100147593,Men's Fashion,Unknown,0.0,Cash_on_delivery,Net,599,2016-07-01,62
211345,completed,2016-07-01,bata_comfit-8614096-41-7,599.0,1,599.0,100147592,Men's Fashion,7828,0.0,Cash_on_delivery,Net,599,2016-07-01,63
211350,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147595,Beauty & Grooming,7828,0.0,Cash_on_delivery,Net,360,2016-07-01,63
211349,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147594,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211352,completed,2016-07-01,UK_Gift Box Baklawa 300 Gms,265.0,1,155.0,100147597,Soghaat,c-fsd-759,149.3,Cash_on_delivery,Net,265,2016-07-01,60
211353,completed,2016-07-01,UK_Namkino Daal Moth Classic 160 Gms,90.0,1,155.0,100147597,Soghaat,c-fsd-759,50.7,Cash_on_delivery,Net,90,2016-07-01,60
211351,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147596,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211354,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147598,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211355,completed,2016-07-01,kcc_Bold Pocket Perfume,120.0,1,120.0,100147599,Beauty & Grooming,7828,0.0,Cash_on_delivery,Net,120,2016-07-01,63
211356,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147600,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211357,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147601,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211358,completed,2016-07-01,UK_Gulab Jamun Tin Pack 500 Gms,260.0,1,150.0,100147602,Soghaat,c-fsd-759,148.57,Cash_on_delivery,Net,260,2016-07-01,60
211359,completed,2016-07-01,UK_Cake Rusk Original 150 Gms,90.0,1,150.0,100147602,Soghaat,c-fsd-759,51.43,Cash_on_delivery,Net,90,2016-07-01,60
211360,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147603,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211361,completed,2016-07-01,itter_AB 1207,250.0,1,250.0,100147604,Beauty & Grooming,7828,0.0,Cash_on_delivery,Net,250,2016-07-01,63
211362,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147605,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211363,completed,2016-07-01,Samsung Galaxy J7,25999.0,1,25999.0,100147606,Mobiles & Tablets,C-HDD-44781,0.0,Cash_on_delivery,Net,25999,2016-07-01,64
211365,completed,2016-07-01,kcc_glamour deal,320.0,1,920.0,100147608,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Net,320,2016-07-01,65
211366,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,920.0,100147608,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Net,240,2016-07-01,65
211367,completed,2016-07-01,kcc_krone deal,360.0,1,920.0,100147608,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Net,360,2016-07-01,65
211364,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147607,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211368,refund,2016-07-01,Dany_AUK 55,3900.0,1,3900.0,100147609,Mobiles & Tablets,R-RWP-103991,0.0,Cash_on_delivery,Valid,3900,2016-07-01,66
211369,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147610,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211370,completed,2016-07-01,anex_2028,3600.0,1,3600.0,100147611,Appliances,7828,0.0,Cash_on_delivery,Net,3600,2016-07-01,63
211371,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147612,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211372,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147613,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211373,refund,2016-07-01,Atiqa_ACFP-01,450.0,1,450.0,100147614,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Valid,450,2016-07-01,67
211375,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147616,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211374,completed,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,2,700.0,100147615,Soghaat,Unknown,0.0,Cash_on_delivery,Net,700,2016-07-01,68
211376,completed,2016-07-01,UK_Soan Papdi Orange 250 Gms,150.0,1,168.0,100147617,Soghaat,c-fsd-759,81.52,Cash_on_delivery,Net,150,2016-07-01,60
211377,completed,2016-07-01,kcc_Xtreme Classical Men Shower Gel,143.0,1,168.0,100147617,Beauty & Grooming,c-fsd-759,77.72,Cash_on_delivery,Net,143,2016-07-01,60
211378,completed,2016-07-01,UK_Tea Rusk Regular 220 Gms,75.0,1,168.0,100147617,Soghaat,c-fsd-759,40.76,Cash_on_delivery,Net,75,2016-07-01,60
211379,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147618,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211380,canceled,2016-07-01,Atiqa_ACFP-01,450.0,1,450.0,100147619,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Gross,450,2016-07-01,67
211381,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147620,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211382,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147621,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211383,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147622,Beauty & Grooming,C-MUX-100079,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211384,completed,2016-07-01,kcc_Glow,140.0,1,140.0,100147623,Beauty & Grooming,103996,0.0,Cash_on_delivery,Net,140,2016-07-01,69
211385,completed,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,350.0,100147624,Soghaat,Unknown,0.0,Cash_on_delivery,Net,350,2016-07-01,70
211386,canceled,2016-07-01,Atiqa_ACFP-01,450.0,1,450.0,100147625,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Gross,450,2016-07-01,67
211387,canceled,2016-07-01,emo_HST-17030-B-M,550.0,1,900.0,100147626,Men's Fashion,Unknown,0.0,Cash_on_delivery,Gross,550,2016-07-01,71
211389,canceled,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,900.0,100147626,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,350,2016-07-01,71
211390,completed,2016-07-01,Dany_Powerbank Pb- 41,1050.0,1,1050.0,100147627,Mobiles & Tablets,Unknown,0.0,Cash_on_delivery,Net,1050,2016-07-01,72
211391,canceled,2016-07-01,Getiit_Joy,3750.0,1,3750.0,100147628,Men's Fashion,Unknown,0.0,Cash_on_delivery,Gross,3750,2016-07-01,73
211393,canceled,2016-07-01,test_tcsconnect,2.0,1,2.0,100147630,Others,Unknown,0.0,Others,Gross,2,2016-07-01,73
211392,completed,2016-07-01,MYWALET_MW-012-BLACK,455.0,1,455.0,100147629,Men's Fashion,Unknown,0.0,Cash_on_delivery,Net,455,2016-07-01,74
211394,canceled,2016-07-01,RS_Kaju Barfi,425.0,1,425.0,100147631,Soghaat,Unknown,0.0,Cash_on_delivery,Gross,425,2016-07-01,75
211395,completed,2016-07-01,sstop_Mini AIr Conditioner,1335.0,2,2670.0,100147632,Appliances,Unknown,0.0,Cash_on_delivery,Net,2670,2016-07-01,76
211396,refund,2016-07-01,Huawei_Huawei B2 Talk Band,10740.0,1,10740.0,100147633,Mobiles & Tablets,R-LHW-105666,0.0,Cash_on_delivery,Valid,10740,2016-07-01,77
211397,completed,2016-07-01,cr_DATES WITH CASHEW-200 GM,230.0,1,740.0,100147634,Soghaat,Unknown,0.0,Bank or Card,Net,230,2016-07-01,49
211398,completed,2016-07-01,cr_DATES WITH WALNUT-200 GM,230.0,1,740.0,100147634,Soghaat,Unknown,0.0,Bank or Card,Net,230,2016-07-01,49
211399,completed,2016-07-01,UK_Soan Papdi 500 Gms,280.0,1,740.0,100147634,Soghaat,Unknown,0.0,Bank or Card,Net,280,2016-07-01,49
211400,refund,2016-07-01,Xenium_TG-201653,300.0,1,1399.0,100147635,Mobiles & Tablets,Unknown,0.0,Cash_on_delivery,Valid,300,2016-07-01,78
211401,refund,2016-07-01,Xenium_TG-2016132,300.0,1,1399.0,100147635,Mobiles & Tablets,Unknown,0.0,Cash_on_delivery,Valid,300,2016-07-01,78
211402,refund,2016-07-01,Xenium_MBC-2016130,799.0,1,1399.0,100147635,Mobiles & Tablets,Unknown,0.0,Cash_on_delivery,Valid,799,2016-07-01,78
211403,completed,2016-07-01,ESPICO_Sports Bra-Skin-Free size,480.0,1,480.0,100147636,Women's Fashion,R-ISB-58059,0.0,Cash_on_delivery,Net,480,2016-07-01,79
211405,completed,2016-07-01,PucaM_FLASH-BLACK-45,1200.0,1,1000.0,100147637,Men's Fashion,C-FSD-42225,200.0,Cash_on_delivery,Net,1200,2016-07-01,80
211407,refund,2016-07-01,Huawei Y221,4530.0,1,4530.0,100147638,Mobiles & Tablets,Unknown,0.0,Cash_on_delivery,Valid,4530,2016-07-01,81
211408,refund,2016-07-01,Rabia_1-A,1890.0,1,1890.0,100147639,Women's Fashion,c-mux-47236,0.0,Cash_on_delivery,Valid,1890,2016-07-01,82
211409,completed,2016-07-01,kkc_Rose Oasis Prickly Heat Powder,80.0,1,80.0,100147640,Beauty & Grooming,R-RWP-103991,0.0,Cash_on_delivery,Net,80,2016-07-01,66
211410,refund,2016-07-01,cr_MUZAFTI IRANI (500GM),185.0,2,170.0,100147641,Soghaat,C-FSD-42225,200.0,Cash_on_delivery,Valid,370,2016-07-01,80
211411,refund,2016-07-01,test_tcsconnect,2.0,1,8.0,100147642,Others,Unknown,0.0,Cash_on_delivery,Valid,2,2016-07-01,83
211412,refund,2016-07-01,test_tcsconnect1,1.0,1,8.0,100147642,Others,Unknown,0.0,Cash_on_delivery,Valid,1,2016-07-01,83
211413,refund,2016-07-01,Test Hazir Product 2-Karachi,5.0,1,8.0,100147642,Others,Unknown,0.0,Cash_on_delivery,Valid,5,2016-07-01,83
211415,refund,2016-07-01,Audionic_B-710,1350.0,1,1350.0,100147643,Computing,Unknown,0.0,Cash_on_delivery,Valid,1350,2016-07-01,84
211416,refund,2016-07-01,Haier M106,2490.0,1,2490.0,100147644,Mobiles & Tablets,C-ISB-103273,0.0,Cash_on_delivery,Valid,2490,2016-07-01,35
211417,refund,2016-07-01,GBH-GL245-GOLD-7,1650.0,1,1650.0,100147645,Women's Fashion,C-MUX-52058,0.0,Cash_on_delivery,Valid,1650,2016-07-01,85
211419,canceled,2016-07-01,itter_AB1263,1870.0,1,1870.0,100147646,Beauty & Grooming,R-PEW-50644,0.0,Bank or Card,Gross,1870,2016-07-01,86
211420,refund,2016-07-01,GBH-GL226-PINK-8,2050.0,1,2050.0,100147647,Women's Fashion,C-MUX-52058,0.0,Cash_on_delivery,Valid,2050,2016-07-01,85
211422,completed,2016-07-01,sstop_3dcreenwithspeakers,995.0,1,0.0,100147648,Computing,Unknown,0.0,Others,Net,995,2016-07-01,87
211423,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147649,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211424,completed,2016-07-01,kcc_krone deal,360.0,6,2160.0,100147650,Beauty & Grooming,C-MUX-48271,0.0,Cash_on_delivery,Net,2160,2016-07-01,43
211425,completed,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,1,975.0,100147651,Soghaat,Unknown,0.0,Cash_on_delivery,Net,350,2016-07-01,88
211426,completed,2016-07-01,UK_Namkino Mix Nimco 400 Gms,170.0,1,975.0,100147651,Soghaat,Unknown,0.0,Cash_on_delivery,Net,170,2016-07-01,88
211427,completed,2016-07-01,UK_Namkino Khat Mitha Mix 400 Gms,170.0,1,975.0,100147651,Soghaat,Unknown,0.0,Cash_on_delivery,Net,170,2016-07-01,88
211428,completed,2016-07-01,UK_Sohan Halwa Tin Pack 400 Gms,285.0,1,975.0,100147651,Soghaat,Unknown,0.0,Cash_on_delivery,Net,285,2016-07-01,88
211429,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147652,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211430,completed,2016-07-01,bata_leena-5178202-38-5,1099.0,1,1099.0,100147653,Women's Fashion,Unknown,0.0,Cash_on_delivery,Net,1099,2016-07-01,89
211432,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147654,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,240,2016-07-01,43
211433,completed,2016-07-01,kcc_krone deal,360.0,2,720.0,100147655,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,720,2016-07-01,43
211434,completed,2016-07-01,kcc_glamour deal,320.0,2,640.0,100147656,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,640,2016-07-01,43
211435,canceled,2016-07-01,KC_209 White-M,3290.0,1,3290.0,100147657,Men's Fashion,Unknown,0.0,Cash_on_delivery,Gross,3290,2016-07-01,90
211437,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,2,480.0,100147658,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,480,2016-07-01,43
211438,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147659,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211439,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147660,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211440,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147661,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211441,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147662,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211442,completed,2016-07-01,mm_AG-1038c,1690.0,1,1013.0,100147663,Appliances,Unknown,0.0,Cash_on_delivery,Net,1690,2016-07-01,91
211443,completed,2016-07-01,3m_DC272923871,500.0,1,1013.0,100147663,Superstore,Unknown,0.0,Cash_on_delivery,Net,500,2016-07-01,91
211444,completed,2016-07-01,MEGUIAR_G12711,2800.0,1,1013.0,100147663,Others,Unknown,0.0,Cash_on_delivery,Net,2800,2016-07-01,91
211445,completed,2016-07-01,MEGUIAR_G3503,2550.0,1,1013.0,100147663,Others,Unknown,0.0,Cash_on_delivery,Net,2550,2016-07-01,91
211446,completed,2016-07-01,MEGUIAR_X3070,570.0,1,1013.0,100147663,Others,Unknown,0.0,Cash_on_delivery,Net,570,2016-07-01,91
211447,completed,2016-07-01,BFk_Denim Jeans with Gallace for Boys |OF67-3-4 yrs,903.0,1,1013.0,100147663,Kids & Baby,Unknown,0.0,Cash_on_delivery,Net,903,2016-07-01,91
211449,completed,2016-07-01,RS_Soan Papri-250gm,150.0,1,150.0,100147664,Soghaat,Unknown,0.0,Cash_on_delivery,Net,150,2016-07-01,92
211450,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147665,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211451,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147666,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,320,2016-07-01,43
211452,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147667,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211453,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147668,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211454,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147669,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211455,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147670,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211456,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147671,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211457,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147672,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211458,completed,2016-07-01,Al Muhafiz Sohan Halwa Almond,350.0,2,700.0,100147673,Soghaat,80645,0.0,Cash_on_delivery,Net,700,2016-07-01,93
211459,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147674,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211460,completed,2016-07-01,kcc_lush,140.0,5,700.0,100147675,Beauty & Grooming,C-MUX-7521,0.0,Cash_on_delivery,Net,700,2016-07-01,94
211461,refund,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147676,Beauty & Grooming,51442,0.0,Cash_on_delivery,Valid,320,2016-07-01,95
211462,completed,2016-07-01,HR_Pani Puri 360g,350.0,1,350.0,100147677,Soghaat,Unknown,0.0,Cash_on_delivery,Net,350,2016-07-01,96
211463,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147678,Beauty & Grooming,C-MUX-52058,0.0,Cash_on_delivery,Net,320,2016-07-01,85
211464,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147679,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211465,refund,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147680,Beauty & Grooming,51442,0.0,Cash_on_delivery,Valid,320,2016-07-01,95
211466,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147681,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211467,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147682,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211468,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,2,480.0,100147683,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,480,2016-07-01,43
211469,completed,2016-07-01,kcc_active,180.0,1,323.0,100147684,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Net,180,2016-07-01,97
211470,completed,2016-07-01,kcc_Xtreme Mantastic Men Shower Gels,143.0,1,323.0,100147684,Beauty & Grooming,Unknown,0.0,Cash_on_delivery,Net,143,2016-07-01,97
211471,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147685,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211472,completed,2016-07-01,kcc_glamour deal,320.0,1,0.0,100147686,Beauty & Grooming,C-MUX-20260,0.0,Others,Net,320,2016-07-01,98
211473,completed,2016-07-01,Rajesh_RAJ033,1065.0,1,1065.0,100147687,Health & Sports,Unknown,0.0,Cash_on_delivery,Net,1065,2016-07-01,99
211474,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147688,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,240,2016-07-01,43
211475,completed,2016-07-01,kcc_Buy 2 Frey Air Freshener & Get 1 Kasual Body Spray Free,240.0,1,240.0,100147689,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,240,2016-07-01,43
211476,completed,2016-07-01,ajmery_AJ-123-L,999.0,1,999.0,100147690,Men's Fashion,Unknown,0.0,Cash_on_delivery,Net,999,2016-07-01,100
211478,refund,2016-07-01,mitsubishi_1.5 ton SRC 18CLK,55850.0,1,55850.0,100147691,Appliances,R-isb-57478,0.0,Cash_on_delivery,Valid,55850,2016-07-01,101
211479,completed,2016-07-01,Dany_Genius Tab G7 Metallica,6500.0,1,6500.0,100147692,Mobiles & Tablets,R-LHC-104132,0.0,Cash_on_delivery,Net,6500,2016-07-01,102
211480,refund,2016-07-01,bata_leena-6618940-39-6,399.0,1,399.0,100147693,Women's Fashion,Unknown,0.0,Cash_on_delivery,Valid,399,2016-07-01,103
211482,refund,2016-07-01,gree_12CZ8,42860.0,1,42860.0,100147694,Appliances,R-isb-57478,0.0,Cash_on_delivery,Valid,42860,2016-07-01,101
211483,completed,2016-07-01,kcc_krone deal,360.0,1,360.0,100147695,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,360,2016-07-01,43
211484,completed,2016-07-01,kcc_glamour deal,320.0,1,320.0,100147696,Beauty & Grooming,C-MUX-31510,0.0,Cash_on_delivery,Net,320,2016-07-01,43
